ParentLocationID,POIName,POIType,POILat,POILng,POIDescription,POIDescriptionOld
67,Cinque Terre - Monterosso al Mare,Town,44.145,9.655,"Monterosso al Mare is the largest Cinque Terre village, known for having the most extensive sandy beach in the region and being divided into old and new sections.","Largest of the five villages, known for its sandy beach and waterfront promenade."
67,Cinque Terre - Vernazza,Town,44.135,9.683,"Vernazza is often considered the most picturesque Cinque Terre village, featuring colourful houses surrounding a small natural harbour dominated by Doria Castle tower.","Picturesque village featuring a natural harbour, colourful houses, and Doria Castle tower."
67,Cinque Terre - Manarola,Town,44.107,9.728,"Manarola is characterized by its colourful houses built atop one another down a steep ravine leading to a small harbour, surrounded by terraced vineyards.","Village known for colourful houses on a cliff, vineyards, and famous cliffside nativity scene (winter)."
67,Cinque Terre - Riomaggiore,Town,44.099,9.738,"Riomaggiore is the easternmost Cinque Terre village, known for its colourful tower houses lining a steep ravine; it marks one end of the Via dell'Amore pathway.",Southernmost village with steep colourful houses cascading down to a tiny harbour.
67,Portofino Harbour,Town,44.303,9.208,"Portofino is a small fishing village renowned for its picturesque harbour lined with colourful buildings, now a famous upscale resort attracting luxury yachts.","Famous picturesque fishing village turned glamorous resort, known for harbour filled with yachts."
67,Santa Margherita Ligure,Town,44.332,9.211,"Santa Margherita Ligure is a larger resort town adjacent to Portofino, featuring a harbour, palm-lined promenade, and decorated building facades (trompe-l'œil).",Elegant resort town near Portofino with a palm-lined harbour and relaxed atmosphere.
67,Genoa - Old Port (Porto Antico),Activity,44.41,8.925,"Genoa's Porto Antico area was redeveloped by Renzo Piano, transforming the historic harbour into a public space featuring the Aquarium, museums, and restaurants.","Revitalized historic port area featuring the Aquarium, maritime museum, and restaurants."
67,Genoa - Aquarium,Museum,44.4105,8.924,"The Aquarium of Genoa (Acquario di Genova), located in the Porto Antico area, is one of the largest aquariums in Europe, housing a wide variety of aquatic species.","Largest aquarium in Italy, offering diverse marine exhibits."
67,San Fruttuoso Abbey & Beach,Sight,44.3,9.175,"The Abbey of San Fruttuoso is a historic monastery complex in a small cove accessible only by sea or hiking trails, featuring a beach and nearby underwater statue.",Secluded medieval abbey in a small bay accessible only by boat or hiking trail.
67,Portovenere,Town,44.05,9.835,"This UNESCO-listed village on the Ligurian coast features colourful harbour houses, the historic Doria Castle, and the sea cave known as Byron's Grotto.","Picturesque village featuring colourful houses, Doria Castle, and St. Peter's Church on a rocky promontory."
68,Nice - Promenade des Anglais,Activity,43.695,7.26,"Nice's iconic waterfront promenade is lined with palm trees and offers expansive views of the Mediterranean Sea, embodying the Riviera atmosphere.","Famous wide promenade stretching along the Bay of Angels, perfect for strolling."
68,Nice - Vieux Nice (Old Town),Town,43.697,7.277,"The historic Old Town of Nice (Vieux Nice) is characterized by its narrow, colourful streets, baroque churches, lively markets, and numerous cafes.","Historic heart known for narrow streets, colourful buildings, Cours Saleya market, and lively atmosphere."
68,Cannes - La Croisette,Activity,43.55,7.025,"La Croisette is Cannes' famed palm-lined boulevard, known for its luxury hotels, designer shops, sandy beaches, and association with the annual Film Festival.","Glamorous boulevard famous for the Film Festival, luxury hotels, boutiques, and sandy beaches."
68,Monaco - Monte Carlo Casino,Sight,43.7395,7.4275,The Monte Carlo Casino is a legendary landmark known for its opulent Belle Époque architecture and status as a premier gaming destination in Monaco.,Iconic opulent casino complex synonymous with glamour and gambling (dress code applies).
68,Monaco - Prince's Palace,Sight,43.731,7.42,The Prince's Palace is the official residence of the Sovereign Prince of Monaco; the Changing of the Guard ceremony occurs daily in its square.,Official residence of the Prince of Monaco in Monaco-Ville; offers tours (seasonal) and Changing of the Guard.
68,Saint-Tropez Harbour,Town,43.271,6.638,"This iconic harbour on the French Riviera is known for its luxury yachts, waterfront cafes, art galleries, and vibrant, glamorous atmosphere.","Famous harbour filled with luxury yachts, surrounded by pastel houses, cafes; known for celebrity spotting."
68,Eze Village & Jardin Exotique,Town,43.728,7.3615,Eze is a medieval hilltop village featuring a renowned exotic garden (Jardin Exotique) that offers exceptional panoramic views of the French Riviera coastline.,Stunning medieval village perched high on a cliff offering breathtaking views and an exotic garden.
68,Antibes Old Town & Picasso Museum,Town,43.58,7.125,"The walled Old Town of Antibes contains narrow streets and the Château Grimaldi, which houses the Picasso Museum dedicated to works created during his time there.",Charming walled old town with Provençal market and the Picasso Museum in Château Grimaldi.
68,Villefranche-sur-Mer,Town,43.704,7.31,"Situated between Nice and Monaco, this village features a deep natural harbour, a historic old town with colourful buildings, and a 16th-century citadel.",Picturesque deep bay and charming old town nestled between Nice and Monaco.
68,Grasse - Perfume Factories,Activity,43.658,6.923,"Grasse is considered the world's perfume capital, home to historic perfume houses (like Fragonard, Molinard, Galimard) offering factory tours and workshops.",Town known as the world's perfume capital; visit historic factories for tours and workshops.
69,Saint-Malo - Intra Muros (Walled City),Town,48.648,-2.025,"Intra Muros refers to the historic walled city of Saint-Malo, encircled by granite ramparts offering sea views and enclosing narrow streets and historic buildings.",Historic port city known for impressive ramparts surrounding the old town; walk the walls for views.
69,Mont Saint-Michel Abbey,Sight,48.636,-1.511,This UNESCO World Heritage site is a breathtaking medieval abbey complex perched dramatically on a tidal island off the Normandy coast.,Iconic island commune topped by a magnificent medieval abbey (UNESCO site); on Normandy/Brittany border.
69,Rennes Old Town,Town,48.112,-1.68,"The historic centre of Rennes, Brittany's capital, is notable for its well-preserved colourful half-timbered houses, particularly around Place Sainte-Anne.",Capital of Brittany featuring a charming historic center with colourful half-timbered houses.
69,Carnac Stones (Megaliths),Sight,47.592,-3.082,"Near Carnac lie the world's most extensive Neolithic menhir collections, consisting of thousands of prehistoric standing stones arranged in alignments, dolmens, and tumuli.",Extraordinary site featuring thousands of prehistoric standing stones (menhirs) arranged in lines.
69,Quiberon Peninsula - Côte Sauvage,Sight,47.48,-3.14,"The 'Wild Coast' (Côte Sauvage) on the western side of the Quiberon Peninsula is known for its rugged cliffs, dramatic sea stacks, and powerful Atlantic waves.",Peninsula known for its wild western coastline with dramatic cliffs and beaches.
69,Pointe du Raz,Viewpoint,48.039,-4.74,"This prominent headland in western Brittany features dramatic granite cliffs plunging into the turbulent Atlantic, offering expansive sea views.",Dramatic headland offering stunning views of the turbulent sea and lighthouse.
69,Pink Granite Coast (Ploumanac'h),Sight,48.828,-3.48,This stretch of coastline near Ploumanac'h is famous for its unusually shaped pink granite boulders and rock formations sculpted by the sea and wind.,Coastline famous for unusual large pink granite rock formations sculpted by the sea.
69,Dinan Medieval Town,Town,48.453,-2.044,"Dinan is a remarkably well-preserved medieval town in Brittany, featuring ramparts, half-timbered houses, a historic port on the Rance river, and a castle.",Beautifully preserved medieval town overlooking the Rance River with ramparts and half-timbered houses.
69,Vannes Old Town,Town,47.658,-2.76,"Located on the Gulf of Morbihan, Vannes' historic centre is enclosed by ramparts and features charming half-timbered houses, gardens, and a marina.",Historic town on the Gulf of Morbihan known for well-preserved ramparts and half-timbered houses.
69,Belle-Île-en-Mer - Le Palais,Town,47.347,-3.155,"Le Palais is the main town and harbour of Belle-Île, characterized by its impressive Vauban citadel overlooking the colourful port.",Largest of Brittany's islands; Le Palais is the main town featuring a Vauban citadel.
70,Mont Saint-Michel Abbey,Sight,48.636,-1.511,This UNESCO World Heritage site is a breathtaking medieval abbey complex perched dramatically on a tidal island off the Normandy coast. (Duplicate entry),Abbey located within the city and one of the first sites inscribed on the UNESCO World Heritage List.
70,Omaha Beach (D-Day Landing Site),Sight,49.368,-0.875,"Omaha Beach was one of the five principal landing zones for the Allied invasion of Normandy on D-Day, June 6, 1944, and is a site of profound historical significance.","One of the five Allied landing beaches on D-Day, site of heavy American casualties; features memorials."
70,Normandy American Cemetery,Sight,49.359,-0.856,"Overlooking Omaha Beach, this cemetery honours American soldiers who died in Europe during World War II, containing rows of white crosses and a memorial.","Cemetery overlooking Omaha Beach, burial place of American soldiers from the Normandy campaign."
70,Bayeux Tapestry Museum,Museum,49.274,-0.704,"This museum houses the Bayeux Tapestry, a remarkable medieval embroidered cloth nearly 70 meters long, depicting the Norman conquest of England in 1066.",Museum housing the famous embroidered cloth depicting the Norman conquest of England in 1066.
70,Rouen Cathedral,Sight,49.44,1.095,"Rouen's Gothic cathedral is famed for its intricate facade, which was the subject of a series of paintings by Claude Monet, and its historical significance.",Magnificent Gothic cathedral famous for its intricate façade painted by Monet.
70,Honfleur - Vieux Bassin (Harbour),Town,49.42,0.233,"Honfleur's picturesque old harbour (Vieux Bassin) is known for its tall, slate-covered townhouses surrounding the basin, often depicted by artists like Monet.",Picturesque historic harbour surrounded by tall slate-fronted houses; known for artistic heritage.
70,Étretat Cliffs,Sight,49.7075,0.202,"The coastline near Étretat is famed for its dramatic white chalk cliffs and natural rock arches, such as the Porte d'Aval, famously painted by Claude Monet.",Famous chalk cliffs known for natural arches and needle stack; offers stunning coastal walks.
70,Giverny - Monet's House & Gardens,Park,49.075,1.53,"Claude Monet's former home and gardens in Giverny include the iconic water lily pond and Japanese bridge, which inspired many of his Impressionist masterpieces.","Former home and stunning gardens of Impressionist painter Claude Monet, including the water lily pond."
70,Deauville Boardwalk,Activity,49.363,0.07,"Known as Les Planches, Deauville's famous boardwalk runs along the beach, lined with bathing cabins named after film stars associated with its American Film Festival.",Famous wooden boardwalk (Les Planches) along the beach in the elegant seaside resort of Deauville.
70,Caen Memorial Museum,Museum,49.203,-0.378,"This museum provides a comprehensive overview of 20th-century history, focusing on World War II, D-Day, the Battle of Normandy, and the Cold War.","Museum dedicated to 20th-century history, focusing on WWII, D-Day landings, and the Cold War."
71,San Sebastián - La Concha Beach,Beach,43.317,-1.99,"La Concha is renowned as one of Europe's most beautiful urban beaches, set in a picturesque crescent-shaped bay sheltered by hills in San Sebastián.",Famous crescent-shaped urban beach known for its beauty and promenade; perfect for swimming and sunbathing.
71,San Sebastián - Old Town (Parte Vieja),Activity,43.324,-1.985,"The Parte Vieja is San Sebastián's historic core, a maze of narrow streets celebrated for its high concentration of bars offering pintxos (Basque tapas).","Lively historic quarter packed with pintxo bars (Basque tapas), narrow streets, and Constitution Square. The heart of the city's food scene."
71,Biarritz - Grande Plage,Beach,43.484,-1.558,"Biarritz's main beach, the Grande Plage, is a wide sandy expanse known for its elegant promenade, historic Hôtel du Palais, and status as a birthplace of surfing in Europe.","Main beach in the elegant seaside resort of Biarritz, known for surfing, striped beach tents, and the Hôtel du Palais."
71,Bilbao - Guggenheim Museum,Museum,43.2688,-2.934,"The Guggenheim Museum Bilbao, designed by Frank Gehry, is a landmark of modern architecture famed for its flowing titanium curves and contemporary art collection.","Iconic modern art museum designed by Frank Gehry, known for its spectacular titanium architecture and contemporary art."
71,San Juan de Gaztelugatxe,Sight,43.447,-2.785,"This dramatic islet features a hermitage perched on top, reached by climbing a winding stone staircase connected to the mainland, offering stunning coastal views.","Stunning islet connected by a bridge, topped by a hermitage; famous filming location (Game of Thrones). Requires climb."
71,Getaria Town,Town,43.303,-2.205,"Getaria is a charming Basque fishing village known for its harbour, grilled fish restaurants, association with Juan Sebastián Elcano, and Txakoli wine production.","Charming coastal fishing village known for grilled fish restaurants, Txakoli wine, and being the birthplace of Balenciaga."
71,Saint-Jean-de-Luz (France),Town,43.388,-1.662,"This attractive Basque coastal town features a protected bay, traditional Basque architecture, a historic church where Louis XIV married, and a bustling fishing port.","Charming Basque fishing port known for its sheltered bay, historic church, colourful houses, and traditional atmosphere."
71,Hondarribia Old Town,Town,43.362,-1.792,"Hondarribia boasts a well-preserved, colourful walled old town (Casco Histórico) with traditional Basque houses featuring wooden balconies.","Beautifully preserved walled old town with colourful Basque houses, located on the French border. Features historic castle (now Parador)."
71,Zumaia - Flysch Cliffs (Itzurun Beach),Sight,43.297,-2.258,"Itzurun Beach in Zumaia is known for its striking geological flysch formations, where layers of rock strata dramatically meet the sea, revealing millions of years of history.","Beach famous for its dramatic Flysch rock formations (layers of sedimentary rock), offering stunning coastal geology. Also a Game of Thrones location."
71,Mundaka Estuary (Surfing viewpoint),Viewpoint,43.407,-2.7,"The Mundaka estuary is famous in the surfing world for producing an exceptionally long left-hand wave under specific swell conditions, visible from town viewpoints.",Estuary renowned for producing one of the world's best left-hand river mouth waves; popular viewpoint for surfers.
72,Cadaqués Town,Town,42.289,3.277,"Cadaqués is a picturesque whitewashed coastal town on the Cap de Creus peninsula, known for its artistic heritage, particularly its association with Salvador Dalí.",Picturesque whitewashed coastal village known for its association with Salvador Dalí and artistic atmosphere.
72,Cap de Creus Natural Park,Park,42.32,3.3,"This natural park encompasses Spain's easternmost point, characterized by dramatic, wind-sculpted rock formations, secluded coves, and unique biodiversity.","Wild and rocky peninsula offering dramatic landscapes, hiking trails, and hidden coves. Dalí drew inspiration here."
72,Begur - Sa Tuna Cove,Beach,41.957,3.225,"Sa Tuna is one of Begur's most picturesque small coves, featuring colourful fishermen's houses, clear waters, and a sheltered pebble beach.","Beautiful small cove known for clear turquoise water, colourful fishermen's houses, and charming setting."
72,Calella de Palafrugell,Town,41.888,3.185,"This former fishing village retains its traditional charm with whitewashed houses, small coves, fishing boats on the beach, and annual Habaneras singing festivals.","Traditional fishing village known for its pretty beaches, whitewashed houses, and summer Habaneras music festival."
72,Tossa de Mar (Vila Vella),Town,41.717,2.931,"Tossa de Mar features the Vila Vella, a well-preserved medieval walled town perched on a headland overlooking the main beach, unique on the Catalan coast.",Coastal town famous for its well-preserved medieval walled old town (Vila Vella) overlooking the beach.
72,Figueres - Dalí Theatre-Museum,Museum,42.268,2.959,"Designed by Salvador Dalí himself, this museum in his hometown houses a vast collection of his works, showcasing the breadth of his artistic output in a surreal setting.","Surreal museum designed by Salvador Dalí himself, housing a large collection of his works in his hometown."
72,Girona Old Town,Town,41.985,2.825,"Girona's historic old town (Barri Vell) features medieval walls, narrow cobbled streets, the Onyar river houses, a well-preserved Jewish Quarter, and a Gothic cathedral.","Beautifully preserved historic center featuring medieval walls, colourful houses along the Onyar River, and cathedral. Famous Game of Thrones location."
72,Medes Islands (L'Estartit),Activity,42.048,3.22,"Located off L'Estartit, this small archipelago forms a protected marine reserve renowned for its rich underwater biodiversity, popular for diving and snorkeling.",Small archipelago renowned for rich marine biodiversity; popular for diving/snorkeling trips from L'Estartit.
72,Roses Citadel,Sight,42.263,3.17,The Citadel of Roses contains archaeological remains spanning from Greek and Roman times through the medieval period within its 16th-century military fortifications.,"Ruins of a large military fortification overlooking the Bay of Roses, encompassing Greek, Roman, and medieval remains."
72,Blanes - Marimurtra Botanical Garden,Park,41.672,2.785,"Perched on cliffs overlooking the sea, Marimurtra is one of Europe's most important botanical gardens, showcasing Mediterranean and global plant species.",Stunning clifftop botanical garden offering diverse plant collections and breathtaking views over the Costa Brava.
73,Málaga - Alcazaba,Sight,36.721,-4.416,"The Alcazaba is a well-preserved Moorish palatial fortification overlooking Málaga city and port, featuring courtyards, fountains, and defensive walls.","Well-preserved Moorish fortress-palace overlooking the city and port, with gardens and Roman theatre ruins nearby."
73,Málaga - Picasso Museum,Museum,36.722,-4.418,"Housed in the Buenavista Palace, this museum celebrates the life and work of Pablo Picasso, born in Málaga, with a collection donated by his family.",Museum showcasing works by Pablo Picasso (born in Málaga) in a historic palace.
73,Marbella - Puerto Banús,Activity,36.485,-4.953,"Puerto Banús is a luxury marina and shopping complex near Marbella, known for its high-end boutiques, restaurants, bars, and docking impressive yachts.","Luxurious marina known for superyachts, designer boutiques, upscale restaurants, and vibrant nightlife."
73,Nerja - Balcony of Europe,Viewpoint,36.745,-3.877,"This scenic promenade built on a former fortress site offers panoramic views of the Mediterranean Sea, coastline, and surrounding mountains.",Promenade on a cliff offering stunning panoramic views of the Mediterranean Sea and coastline.
73,Nerja Caves,Sight,36.762,-3.845,"Discovered in 1959, these extensive caves contain impressive chambers with large stalactites and stalagmites, as well as prehistoric cave paintings.","Impressive system of large caves featuring stalactites, stalagmites, and cave paintings."
73,Ronda - Puente Nuevo,Sight,36.741,-5.166,"Ronda's iconic Puente Nuevo ('New Bridge') dramatically spans the deep El Tajo gorge, connecting the old and new parts of the town and offering stunning views.","Spectacular bridge spanning the deep El Tajo gorge, connecting the old and new parts of Ronda."
73,Mijas Pueblo,Town,36.595,-4.637,"Mijas is a charming Andalusian 'white village' (pueblo blanco) nestled in the hills above the Costa del Sol, known for its whitewashed houses and donkey taxis.",Charming whitewashed hilltop village offering panoramic coastal views and traditional Andalusian architecture.
73,Estepona Old Town,Town,36.426,-5.146,"Estepona's historic centre is known for its charming streets decorated with colourful flower pots, murals, and traditional Andalusian architecture.",Beautiful historic center known for colourful flowerpots decorating whitewashed walls and charming squares.
73,Benalmádena - Puerto Marina,Activity,36.593,-4.517,"Puerto Marina is Benalmádena's award-winning marina complex, noted for its distinctive architecture, residential islands, shops, restaurants, and nightlife.","Award-winning marina known for unique architecture, shops, restaurants, and nightlife."
73,Caminito del Rey (Access Point),Activity,36.915,-4.777,"The Caminito del Rey is a spectacular walkway pinned along the steep walls of a narrow gorge in Málaga province, offering thrilling views and a unique hiking experience.",Famous walkway pinned along steep gorge walls; offers thrilling views (requires booking).
74,Lagos - Ponta da Piedade,Sight,37.085,-8.669,"Ponta da Piedade is a dramatic headland featuring stunning weathered sandstone cliffs, sea stacks, natural arches, and grottoes best explored by boat or coastal paths.","Stunning headland known for dramatic cliffs, sea stacks, grottos, and arches; best explored by boat."
74,Lagos - Praia Dona Ana,Beach,37.092,-8.666,"Often ranked among the Algarve's most beautiful beaches, Praia Dona Ana is known for its golden sands, clear waters, and surrounding ochre-coloured rock formations.","Picturesque beach known for golden sand, clear turquoise water, and surrounding rock formations."
74,Albufeira Old Town,Town,37.088,-8.252,"Albufeira's Old Town retains its fishing village charm with whitewashed buildings, narrow cobbled streets, numerous restaurants, and access to the main town beach.","Historic center featuring whitewashed houses, cobblestone streets, bars, restaurants, and Fisherman's Beach access."
74,Faro Old Town (Cidade Velha),Town,37.013,-7.934,"Enclosed by medieval walls, Faro's Cidade Velha (Old Town) contains cobbled streets, the cathedral, Bishop's Palace, and Arco da Vila gateway.","Charming walled historic quarter featuring Arco da Vila gate, cathedral, and traditional architecture."
74,Ria Formosa Natural Park,Park,37.02,-7.85,"This protected coastal lagoon system consists of barrier islands, marshes, and channels, providing a vital habitat for diverse birdlife and aquatic species.","Coastal lagoon system with barrier islands, offering birdwatching, boat trips, and beautiful beaches."
74,Sagres - Cape St. Vincent,Sight,37.023,-8.996,"Known as 'the End of the World' in antiquity, this dramatic headland features towering cliffs, a powerful lighthouse, and significant maritime history.","Southwesternmost point of mainland Europe, known for dramatic cliffs, lighthouse, and stunning sunsets."
74,Tavira Town & Roman Bridge,Town,37.126,-7.65,"Tavira is a charming Algarve town straddling the Gilão River, connected by a bridge of Roman origin, known for its traditional architecture and numerous churches.","Charming town on the Gilão River known for its historic center, churches, and iconic 'Roman' bridge."
74,Praia da Marinha,Beach,37.089,-8.412,"Considered one of Portugal's most beautiful beaches, Praia da Marinha is famed for its stunning cliffs, clear waters, sea stacks, and the iconic double sea arch.","Famous beach renowned for stunning golden cliffs, clear waters, sea stacks, and natural arches."
74,Benagil Cave (Access via Boat Tour),Sight,37.0875,-8.4255,"This spectacular sea cave is famous for the large hole ('eye') in its ceiling, illuminating a small beach within; it is primarily accessible via boat tours or swimming.","Famous sea cave known for the hole in its ceiling ('the eye'); accessible only by boat, kayak, or SUP."
74,Silves Castle,Sight,37.191,-8.438,"Silves Castle is one of the best-preserved Moorish fortifications in Portugal, a large red sandstone structure dominating the historic town of Silves.",Impressive red sandstone Moorish castle overlooking the town of Silves; one of the best-preserved in the Algarve.
75,Nazaré - Praia do Norte (Waves View),Viewpoint,39.607,-9.084,"Praia do Norte is world-renowned for producing some of the largest surfable waves on Earth, due to the deep underwater Nazaré Canyon amplifying Atlantic swells.",Beach famous for producing some of the world's largest surfable waves (winter); viewpoint at the lighthouse.
75,Nazaré Town & Beach,Town,39.6,-9.07,"Nazaré is a traditional fishing town known for its long sandy beach, local culture (fisherwomen in traditional skirts), and cliff-top Sítio district.","Traditional fishing town known for its long sandy beach, colourful boats, and women in traditional skirts."
75,Peniche - Berlengas Islands,Activity,39.425,-9.508,"The Berlengas Archipelago is a protected nature reserve accessible by boat from Peniche, featuring dramatic cliffs, a 17th-century fort, and significant seabird colonies.","Archipelago nature reserve accessible by boat trip; known for clear waters, cliffs, fort, and birdlife."
75,Óbidos Walled Town,Town,39.361,-9.157,"Óbidos is a remarkably well-preserved medieval walled town characterized by its whitewashed houses adorned with flowers, narrow cobbled streets, and historic castle.","Perfectly preserved medieval walled town with whitewashed houses, castle, and famous Ginja liqueur."
75,Ericeira (World Surfing Reserve),Activity,38.965,-9.418,"Ericeira is recognized as Europe's first World Surfing Reserve, offering a cluster of high-quality surf breaks suitable for various skill levels along its coast.","Coastal town designated as a World Surfing Reserve, known for excellent surf breaks."
75,Foz do Arelho Beach,Beach,39.435,-9.225,"Located where the Óbidos Lagoon meets the Atlantic Ocean, this beach offers both calm lagoon waters and ocean waves, set against a scenic cliff backdrop.","Beach where the Óbidos Lagoon meets the Atlantic, offering calm lagoon waters and ocean waves."
75,Aveiro Canals & Moliceiros,Activity,40.641,-8.654,"Known as the 'Venice of Portugal', Aveiro features canals navigated by colourful painted boats called moliceiros, traditionally used for seaweed harvesting.","City known as the ""Venice of Portugal"" for its canals navigated by colourful traditional boats (moliceiros)."
75,Costa Nova Striped Houses,Sight,40.613,-8.75,"Costa Nova, near Aveiro, is famous for its picturesque wooden houses (palheiros) painted with bright vertical stripes, originally used by fishermen.",Nearby beach area famous for its picturesque brightly striped wooden houses.
75,Sintra Coast - Cabo da Roca,Sight,38.78,-9.499,"Cabo da Roca is the westernmost point of mainland Europe, marked by a lighthouse and monument, offering dramatic cliff views over the Atlantic Ocean.","Westernmost point of mainland Europe, marked by a lighthouse on dramatic cliffs."
75,São Martinho do Porto Bay,Beach,39.512,-9.133,"This town fronts a unique, almost perfectly circular natural bay connected to the ocean by a narrow opening, providing calm waters ideal for swimming.","Perfectly shell-shaped natural bay with calm waters, ideal for families."
76,St Ives Town & Tate St Ives,Town,50.213,-5.48,"St Ives is a picturesque Cornish fishing town known for its harbour, beaches, artists' colony heritage, and the Tate St Ives gallery showcasing modern British art.","Picturesque harbour town known for beaches, artistic heritage (Tate St Ives gallery), and seafood."
76,Eden Project,Park,50.361,-4.744,"Housed in massive geodesic biomes, the Eden Project contains diverse global plant collections, simulating tropical rainforest and Mediterranean environments.",Famous attraction featuring massive domes (biomes) housing diverse plant species from different climates.
76,Land's End,Sight,50.066,-5.714,"Land's End is the westernmost point of mainland Cornwall and England, a dramatic cliff-top location with visitor attractions and views towards the Longships Lighthouse.","Westernmost point of mainland Cornwall and England, offering dramatic cliff views and coastal walks."
76,St Michael's Mount,Sight,50.116,-5.477,"This tidal island is crowned by a medieval castle and church, accessible by a man-made causeway at low tide or by boat from Marazion.","Tidal island crowned by a medieval church and castle, accessible by causeway at low tide."
76,Padstow Harbour,Town,50.539,-4.937,"Padstow is a charming fishing port town on the Camel Estuary, known for its bustling harbour, seafood restaurants (notably Rick Stein's), and coastal paths.",Charming fishing port known for its picturesque harbour and seafood restaurants (especially Rick Stein's).
76,Tintagel Castle,Sight,50.668,-4.758,"The ruins of Tintagel Castle are dramatically situated on a headland connected by a footbridge, steeped in legends associated with King Arthur.","Ruins of a medieval castle dramatically located on cliffs, steeped in Arthurian legend."
76,Minack Theatre,Sight,50.04,-5.652,"The Minack Theatre is a unique open-air amphitheatre spectacularly carved into the granite cliffs above Porthcurno Bay, hosting performances with ocean backdrops.","Unique open-air theatre carved into cliffs overlooking the sea, offering performances with stunning backdrops."
76,Newquay - Fistral Beach,Beach,50.417,-5.097,"Fistral Beach is internationally renowned as one of the UK's premier surfing destinations, hosting major competitions and offering consistent waves.","UK's most famous surfing beach, hosting major competitions and offering wide sands."
76,Lizard Peninsula - Kynance Cove,Beach,49.969,-5.215,"Kynance Cove on the Lizard Peninsula is famed for its stunning turquoise waters, serpentine rock formations, white sand beach (at low tide), and coastal beauty.","Stunning cove known for turquoise water, serpentine rock formations, and white sand."
76,Polperro Village,Town,50.332,-4.518,"Polperro is a picturesque, largely unspoilt fishing village in Cornwall, characterized by its narrow winding streets, cottages clinging to hillsides, and harbour.",Picturesque traditional fishing village nestled in a steep valley with narrow streets and harbour.
77,Jurassic Coast - Beer Village,Town,50.7,-3.095,"Beer is a charming fishing village nestled in a cove along the Jurassic Coast UNESCO site, known for its working beach, limestone cliffs, and quarry caves.",Charming fishing village on the Jurassic Coast (UNESCO site) known for history of smuggling.
77,Jurassic Coast - Durdle Door (Dorset but key part),Sight,50.621,-2.276,"Durdle Door is an iconic natural limestone arch located on the Jurassic Coast UNESCO World Heritage Site, known for its picturesque setting.",Iconic natural limestone arch forming part of the Jurassic Coast World Heritage Site in Dorset.
77,English Riviera - Torquay Harbour,Town,50.46,-3.525,"Torquay Harbour is the heart of the English Riviera resort town, featuring a marina, waterfront promenade, restaurants, and association with Agatha Christie.","Main harbour town known for its marina, promenade, palm trees, and association with Agatha Christie."
77,Dartmoor National Park - Haytor Rocks,Sight,50.58,-3.74,"Haytor Rocks is one of Dartmoor's most famous granite tors (rocky outcrops), easily accessible and offering panoramic views across the national park landscape.",Famous granite tor offering accessible walks and panoramic views across Dartmoor's wild landscape.
77,Salcombe Town,Town,50.235,-3.78,"Salcombe is an attractive coastal town set on a steep-sided estuary, known for sailing, sandy coves, boutique shops, and scenic harbour views.","Picturesque harbour town known for sailing, beautiful estuary views, and nearby sandy beaches."
77,Exmoor Coast - Lynton & Lynmouth,Town,51.228,-3.835,"Lynton and Lynmouth are twin villages connected by a unique water-powered cliff railway, set in a dramatic coastal location within Exmoor National Park.","Twin towns connected by a unique water-powered cliff railway, offering dramatic coastal scenery."
77,Woolacombe Beach,Beach,51.175,-4.208,"Woolacombe boasts a long, wide sandy beach backed by dunes, renowned for its excellent surfing conditions and scenic beauty on the North Devon coast.",Award-winning large sandy beach known for excellent surfing conditions and family-friendly atmosphere.
77,Clovelly Village,Town,51.002,-4.4,"Clovelly is a unique, privately owned fishing village characterized by its steep cobbled main street descending to the harbour, accessible only on foot (or donkey).",Unique privately owned village famous for its incredibly steep cobbled main street leading to a harbour (no cars).
77,Plymouth - The Hoe,Sight,50.365,-4.143,"The Hoe is a large open public space in Plymouth offering panoramic views across Plymouth Sound, featuring Smeaton's Tower lighthouse and naval memorials.","Large open public space offering stunning views across Plymouth Sound, featuring Smeaton's Tower."
77,Bigbury-on-Sea & Burgh Island,Beach,50.28,-3.89,"Bigbury-on-Sea features a sandy beach connected at low tide by a causeway to Burgh Island, known for its Art Deco hotel and association with Agatha Christie.","Beach linked at low tide by causeway (or sea tractor) to Burgh Island, famous for its Art Deco hotel."
78,North Coast 500 (Represented by Durness),Activity,58.57,-4.75,The North Coast 500 is a popular scenic driving route around Scotland's northern Highlands; the Durness area represents its dramatic northwestern coastal section.,"Popular scenic driving route in North Scotland; Durness represents dramatic landscapes, beaches, and caves found along it."
78,Isle of Skye - Old Man of Storr,Sight,57.506,-6.177,"The Old Man of Storr is an iconic large pinnacle of rock, part of the Trotternish landslip, offering dramatic landscapes accessible via a popular hike.",Iconic towering rock pinnacle offering stunning views after a popular hike on Skye.
78,Dunnottar Castle,Sight,56.946,-2.198,"The dramatic ruins of Dunnottar Castle occupy a stunning clifftop promontory overlooking the North Sea, steeped in Scottish history.",Ruined medieval fortress dramatically perched on a rocky headland overlooking the North Sea.
78,Staffa - Fingal's Cave (Boat Trip),Sight,56.435,-6.341,"Fingal's Cave, located on the uninhabited island of Staffa, is a sea cave famed for its unique structure of hexagonal basalt columns and natural acoustics.",Uninhabited island known for unique hexagonal basalt columns and Fingal's Cave sea cave (accessible via boat trip).
